0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
"{'Paolo', 'Stitching Pink', 'CJ', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'Classy Murmur', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}","{'wired academic', 'DJ Nem'}",{'haley'},"{'Pethie', 'Readie Righteous', 'Pat', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Wilbo', 'Lizbot', 'Dan Ruccia'}","{'hanna', 'Dante', 'tomm', 'ameena', 'Grady', 'sara', 'PAX'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'DJ Breezy'},{'DJ Pup'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Paolo', 'Stitching Pink', 'CJ', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'Classy Murmur', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}","{'wired academic', 'DJ Nem'}",{'haley'},"{'Pethie', 'Readie Righteous', 'Pat', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Wilbo', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'Grady', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'DJ Breezy'},{'DJ Pup'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'CJ', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'Classy Murmur', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}","{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},"{'Pethie', 'Readie Righteous', 'Pat', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Wilbo', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'Grady', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'DJ Breezy'},{'DJ Pup'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'CJ', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'Classy Murmur', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}","{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},"{'Pethie', 'Readie Righteous', 'Pat', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'Grady', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'CJ', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'Classy Murmur', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}","{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},"{'Pethie', 'Readie Righteous', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'Grady', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'CJ', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},"{'Pethie', 'Readie Righteous', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'Grady', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'Grady', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'KPC', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Jon Solomon', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'ramona jade', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'sara'}","{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena', 'sara'}",{'ramona jade'},"{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}","{'Nikhil', 'DJ Flex Luthor', 'Captain Ahab'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'John Tobias', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'DJ McSweden', 'Casey', 'DJ Ringworm', 'Andi', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'Casey', 'DJ Ringworm', 'Andi', 'Wax'}",{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'DJ Ringworm', 'Andi', 'Wax'}",{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Dylan Fox', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'DJ Ringworm', 'Andi', 'Wax'}",{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Dana K', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Paige', 'Adam from News and Culture // Methuselah Mouse', 'DJ Ringworm', 'Andi', 'Wax'}",{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,,
"{'Stitching Pink', 'Anika', 'Adam from News and Culture // Methuselah Mouse', 'DJ Ringworm', 'Wax', 'Andi'}",{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paige'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot', 'Dan Ruccia'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,,
