0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
"{'Stitching Pink', 'Anika', 'Adam from News and Culture // Methuselah Mouse', 'DJ Ringworm', 'Wax', 'Andi'}",{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paige'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},"{'Stitching Pink', 'Anika', 'DJ Ringworm', 'Andi', 'Wax'}",{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paige'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},"{'Stitching Pink', 'Wax', 'Anika', 'DJ Ringworm'}",{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}",{'John Tobias'},{'Paige'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},"{'wired academic', 'DJ Nem'}","{'Stitching Pink', 'Wax', 'DJ Ringworm'}",{'John Tobias'},{'Paige'},{'Paolo'},{'haley'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},"{'Stitching Pink', 'Wax', 'DJ Ringworm'}",{'John Tobias'},{'Paige'},{'Paolo'},{'haley'},{'wired academic'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},"{'Stitching Pink', 'Wax'}",{'haley'},{'wired academic'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis', 'Lizbot'}",{'PAX'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},"{'Pethie', 'Readie Righteous', 'Esoterica', 'Mike Lupica', 'Commie Francis'}","{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},"{'Dante', 'tomm', 'hanna', 'ameena'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Commie Francis', 'Esoterica', 'Mike Lupica', 'Readie Righteous'}","{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},"{'Dante', 'hanna', 'tomm'}",{'ramona jade'},{'sara'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Commie Francis', 'Esoterica', 'Mike Lupica', 'Readie Righteous'}","{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},"{'Dante', 'tomm'}","{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Commie Francis', 'Esoterica', 'Mike Lupica', 'Readie Righteous'}","{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},"{'xenfoyel', 'Bernie King'}",{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Commie Francis', 'Esoterica', 'Mike Lupica', 'Readie Righteous'}","{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},"{'Nikhil', 'DJ Flex Luthor'}",{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Commie Francis', 'Esoterica', 'Mike Lupica', 'Readie Righteous'}","{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},"{'Commie Francis', 'Esoterica', 'Mike Lupica', 'Readie Righteous'}","{'Number 6', 'Mike Hunter'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},{'Mike Lupica'},"{'Number 6', 'Mike Hunter'}","{'Commie Francis', 'Esoterica', 'Readie Righteous'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},,,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},{'Mike Lupica'},{'Number 6'},"{'Commie Francis', 'Esoterica', 'Readie Righteous'}",{'DJ McSweden'},{'Dana K'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},{'Mike Hunter'},,,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},{'Mike Lupica'},{'Number 6'},{'Commie Francis'},{'DJ McSweden'},{'Dana K'},"{'Readie Righteous', 'Esoterica'}","{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},{'Mike Hunter'},,,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},{'Mike Lupica'},{'Number 6'},{'Commie Francis'},{'DJ McSweden'},{'Dana K'},{'Esoterica'},"{'Sonny Boy Williamson III', 'DJ WaveyCat', 'Jerry Gordon'}",{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'Readie Righteous'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},{'Mike Hunter'},,,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},{'Mike Lupica'},{'Number 6'},{'Commie Francis'},{'DJ McSweden'},{'Dana K'},{'Esoterica'},{'Jerry Gordon'},{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'Readie Righteous'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},"{'Sonny Boy Williamson III', 'DJ WaveyCat'}",{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},{'Mike Hunter'},,
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},{'Mike Lupica'},{'Number 6'},{'Commie Francis'},{'DJ McSweden'},{'Dana K'},{'Esoterica'},{'Jerry Gordon'},{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'Readie Righteous'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},{'Sonny Boy Williamson III'},{'DJ WaveyCat'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},"{'Selecta Jerry', 'Isadora'}",{'Tim'},{'Krista'},{'Lenca'},{'Mike Hunter'},
{'Adam from News and Culture // Methuselah Mouse'},{'Andi'},{'Anika'},{'Casey'},{'Classy Murmur'},{'DJ Nem'},{'DJ Ringworm'},{'John Tobias'},{'Paige'},{'Paolo'},{'Stitching Pink'},{'Wax'},{'haley'},{'wired academic'},{'CJ'},{'Lizbot'},{'PAX'},{'Pethie'},{'ameena'},{'hanna'},{'ramona jade'},{'sara'},{'tomm'},{'xenfoyel'},{'Bernie King'},{'Captain Ahab'},{'DJ Flex Luthor'},{'Dan Buskirk'},{'Dan Ruccia'},{'Freddie Furia'},{'Horsewater'},{'Jen'},{'Jon Solomon'},{'Lili'},{'Mike Lupica'},{'Number 6'},{'Commie Francis'},{'DJ McSweden'},{'Dana K'},{'Esoterica'},{'Jerry Gordon'},{'KPC'},{'Mary Kate'},"{'ROBO_Head, the AI DJ'}",{'Grady'},{'Readie Righteous'},{'DJ Breezy'},{'Nikhil'},{'DJ Pup'},{'Sonny Boy Williamson III'},{'DJ WaveyCat'},{'Dylan Fox'},{'Wilbo'},{'Pat'},{'Dante'},{'Henry'},{'Isadora'},{'Selecta Jerry'},{'Tim'},{'Krista'},{'Lenca'},{'Mike Hunter'}
